Attendance (%),Assignment Completion (%),Test Score (25%),Practical Score (25%),Exam Score (50%),Performance,Age,Gender,Marital Status,Children (if Married),Mother Education,Father Education,Guardian (Sponsor),Extracurricular Activities,Online Time (Daily),Family Relationship,Free Time Activities,Alcoholic Consumption,Religious Programs (Weekly),Computer/Laptop Access (for Practicals)
66,75,9,19,19,D,22,Male,Married,0,Bachelor's Degree,Doctorate,Aunty,No,3,Good,Sports,High,4,No
92,98,13,8,30,C,20,Male,Married,3,Doctorate,Doctorate,Sister,Yes,0,Average,Sports,High,2,No
81,76,22,10,47,A,25,Female,Single,0,Doctorate,Doctorate,Uncle,Yes,6,Poor,Sports,Low,4,Yes
85,77,19,12,36,B,22,Female,Engaged,0,Doctorate,Master's Degree,Father,Yes,2,Average,Socializing,Moderate,7,Yes
92,75,24,8,36,B,20,Male,Engaged,0,Bachelor's Degree,High School,Aunty,No,0,Average,Watching TV,Moderate,2,Yes
78,95,12,25,26,B,23,Male,Engaged,0,College,High School,Aunty,No,3,Good,Reading,Moderate,7,Yes
82,90,23,17,18,C,23,Female,Single,0,College,College,Father,Yes,3,Poor,Sports,Low,0,No
90,98,21,17,31,B,24,Female,Engaged,0,Doctorate,Doctorate,Sister,No,6,Poor,Socializing,High,6,No
70,66,10,9,13,E,19,Female,Engaged,0,Doctorate,Bachelor's Degree,Brother,Yes,5,Good,Socializing,Moderate,2,No
65,67,21,10,18,D,21,Female,Married,1,High School,High School,Mother,Yes,6,Good,Watching TV,Low,4,No
79,79,17,22,39,A,20,Female,Married,3,Doctorate,Master's Degree,Mother,Yes,2,Good,Sports,Low,1,Yes
70,61,12,16,14,D,20,Male,Single,0,High School,College,Aunty,Yes,4,Average,Sports,Low,6,No
72,67,8,14,26,D,24,Female,Married,5,Bachelor's Degree,Master's Degree,Sister,No,8,Good,Sports,High,7,No
94,98,9,23,37,B,18,Male,Married,3,Doctorate,College,Uncle,Yes,3,Good,Watching TV,Low,0,Yes
83,82,10,20,23,C,19,Female,Engaged,0,Bachelor's Degree,Bachelor's Degree,Uncle,No,0,Average,Reading,Moderate,4,No
77,93,12,21,48,A,23,Female,Single,0,Doctorate,College,Aunty,Yes,2,Poor,Reading,Moderate,7,Yes
82,96,15,11,47,A,19,Male,Married,2,Master's Degree,Bachelor's Degree,Brother,Yes,8,Good,Watching TV,High,3,No
85,86,15,21,19,C,21,Female,Engaged,0,High School,College,Aunty,Yes,0,Poor,Sports,Low,1,Yes
81,98,21,13,27,B,24,Female,Married,5,Master's Degree,High School,Brother,Yes,4,Poor,Sports,Low,7,No
75,88,24,18,49,A,19,Female,Married,2,Master's Degree,High School,Uncle,Yes,4,Average,Socializing,Low,5,No
93,97,14,24,45,A,20,Female,Married,2,Bachelor's Degree,Doctorate,Uncle,No,5,Good,Reading,Moderate,5,Yes
80,93,24,22,12,C,22,Female,Engaged,0,Bachelor's Degree,Bachelor's Degree,Aunty,Yes,3,Average,Watching TV,Low,1,No
92,98,17,24,17,C,20,Male,Single,0,Master's Degree,Doctorate,Aunty,No,5,Good,Reading,High,2,Yes
85,97,23,11,28,B,20,Female,Engaged,0,Doctorate,Master's Degree,Uncle,Yes,1,Poor,Socializing,Moderate,0,No
86,89,21,21,44,A,24,Female,Engaged,0,Doctorate,High School,Aunty,No,4,Average,Watching TV,High,7,No
74,69,23,9,8,D,21,Female,Single,0,Bachelor's Degree,Master's Degree,Uncle,Yes,8,Good,Socializing,High,2,No
91,89,21,18,26,B,25,Male,Married,2,Master's Degree,High School,Aunty,No,8,Good,Reading,Moderate,3,Yes
61,70,9,19,13,D,21,Female,Married,4,High School,High School,Mother,Yes,5,Good,Watching TV,Moderate,6,No
90,77,18,19,16,C,23,Male,Single,0,Bachelor's Degree,College,Aunty,Yes,7,Average,Reading,Moderate,2,No
95,83,24,21,23,B,22,Female,Engaged,0,High School,High School,Uncle,Yes,5,Average,Watching TV,Low,6,Yes
86,96,20,12,20,C,23,Male,Single,0,Doctorate,Doctorate,Mother,Yes,7,Average,Watching TV,Low,5,No
86,81,10,23,25,C,25,Female,Single,0,Master's Degree,High School,Father,Yes,5,Poor,Watching TV,Low,4,No
78,96,17,9,33,C,23,Male,Engaged,0,Doctorate,Doctorate,Sister,No,9,Average,Watching TV,Moderate,7,Yes
94,81,20,21,17,C,20,Female,Engaged,0,Doctorate,Master's Degree,Father,Yes,2,Average,Reading,High,6,Yes
81,92,19,22,42,A,20,Female,Single,0,High School,College,Uncle,No,5,Poor,Watching TV,High,0,No
80,81,13,24,26,B,22,Female,Single,0,Doctorate,Bachelor's Degree,Brother,No,3,Poor,Sports,Low,3,No
89,80,10,10,49,B,22,Male,Married,0,Master's Degree,Bachelor's Degree,Uncle,Yes,0,Poor,Socializing,Moderate,3,No
78,84,24,8,44,A,19,Female,Single,0,Master's Degree,Bachelor's Degree,Brother,Yes,5,Poor,Watching TV,Low,7,Yes
80,90,8,12,32,C,22,Male,Married,0,Master's Degree,College,Aunty,Yes,5,Poor,Watching TV,Moderate,0,Yes
87,98,13,23,35,A,23,Male,Single,0,Doctorate,High School,Uncle,Yes,4,Average,Reading,High,0,Yes
99,92,17,14,41,A,25,Male,Married,4,Doctorate,High School,Father,Yes,9,Poor,Sports,Moderate,4,No
84,78,11,19,43,A,24,Male,Single,0,Bachelor's Degree,Master's Degree,Sister,Yes,3,Average,Reading,High,3,No
99,97,9,21,35,B,24,Male,Engaged,0,Master's Degree,High School,Aunty,Yes,3,Poor,Reading,High,6,No
77,82,9,19,37,B,20,Female,Single,0,High School,Bachelor's Degree,Mother,Yes,1,Average,Sports,Low,5,No
77,76,22,23,34,A,23,Male,Single,0,High School,Bachelor's Degree,Brother,No,4,Good,Socializing,Low,2,Yes
99,98,17,17,31,B,18,Male,Single,0,High School,Bachelor's Degree,Mother,Yes,5,Average,Watching TV,High,7,No
87,92,17,10,34,B,22,Female,Married,5,High School,Master's Degree,Aunty,No,7,Good,Socializing,Low,5,No
96,80,25,13,20,C,23,Male,Married,3,College,Master's Degree,Mother,No,3,Poor,Socializing,Moderate,3,No
93,80,20,22,21,B,24,Female,Married,2,Doctorate,Master's Degree,Sister,Yes,9,Good,Socializing,High,4,Yes
69,68,13,15,10,E,23,Male,Engaged,0,Bachelor's Degree,College,Aunty,No,6,Average,Watching TV,High,0,No
91,82,8,22,32,B,21,Male,Engaged,0,Bachelor's Degree,High School,Sister,Yes,2,Poor,Sports,High,1,Yes
97,81,24,17,34,A,25,Female,Single,0,Doctorate,Bachelor's Degree,Brother,No,4,Poor,Watching TV,High,3,Yes
88,99,22,17,18,C,25,Female,Married,3,Doctorate,Doctorate,Father,Yes,3,Good,Sports,Moderate,0,No
77,92,22,19,25,B,20,Male,Married,1,Bachelor's Degree,Doctorate,Father,Yes,1,Average,Reading,Low,6,Yes
82,90,25,21,9,C,22,Female,Engaged,0,Master's Degree,Doctorate,Brother,Yes,4,Average,Socializing,High,3,No
90,95,14,12,35,B,25,Male,Engaged,0,Master's Degree,High School,Sister,Yes,4,Average,Sports,Low,1,No
99,84,24,21,11,C,18,Male,Single,0,High School,High School,Father,Yes,6,Good,Socializing,Moderate,1,No
88,86,16,20,19,C,21,Male,Single,0,Master's Degree,Master's Degree,Sister,Yes,8,Average,Sports,High,0,No
81,83,21,11,33,B,21,Female,Single,0,College,Doctorate,Father,Yes,2,Poor,Socializing,High,5,Yes
85,93,19,20,31,A,22,Female,Married,1,College,Master's Degree,Brother,No,1,Good,Sports,High,4,No
80,76,24,8,35,B,20,Female,Married,1,Bachelor's Degree,Bachelor's Degree,Uncle,No,3,Average,Reading,Low,5,No
78,89,25,13,32,A,25,Male,Engaged,0,High School,Doctorate,Sister,No,6,Average,Socializing,Low,3,Yes
82,76,18,8,35,B,19,Male,Single,0,Bachelor's Degree,College,Sister,Yes,1,Good,Socializing,Low,2,No
83,98,21,21,50,A,25,Male,Married,5,High School,Master's Degree,Aunty,No,6,Average,Sports,Moderate,0,No
71,73,19,8,10,E,21,Female,Single,0,College,Doctorate,Mother,Yes,5,Good,Socializing,High,1,Yes
89,79,11,11,36,C,19,Male,Single,0,High School,High School,Aunty,No,1,Average,Watching TV,Moderate,5,Yes
80,90,12,12,31,C,21,Female,Single,0,Bachelor's Degree,High School,Sister,Yes,8,Average,Reading,High,0,Yes
84,97,23,16,24,B,21,Male,Engaged,0,Doctorate,Bachelor's Degree,Aunty,No,8,Average,Watching TV,High,5,Yes
69,74,21,11,13,D,21,Male,Engaged,0,Bachelor's Degree,Doctorate,Mother,Yes,2,Good,Watching TV,High,3,Yes
80,93,12,11,43,B,18,Female,Engaged,0,Bachelor's Degree,Bachelor's Degree,Aunty,Yes,4,Poor,Socializing,High,2,No
81,81,24,11,33,B,22,Male,Engaged,0,Doctorate,Bachelor's Degree,Mother,No,9,Average,Reading,Moderate,6,Yes
65,64,8,19,16,D,18,Male,Married,3,High School,High School,Father,Yes,3,Poor,Socializing,Moderate,6,No
76,92,20,19,45,A,18,Male,Engaged,0,Bachelor's Degree,Bachelor's Degree,Mother,No,0,Good,Socializing,Low,2,Yes
92,97,9,16,26,C,24,Female,Engaged,0,High School,High School,Sister,No,9,Poor,Socializing,High,0,No
60,62,9,10,25,D,20,Female,Single,0,Doctorate,Doctorate,Aunty,No,7,Good,Reading,Low,5,Yes
98,89,25,19,48,A,20,Female,Single,0,Bachelor's Degree,College,Mother,No,7,Poor,Socializing,High,2,Yes
71,73,8,17,16,D,18,Male,Single,0,Bachelor's Degree,High School,Father,Yes,1,Average,Watching TV,Low,1,No
88,77,22,22,42,A,24,Female,Married,3,High School,Bachelor's Degree,Mother,No,2,Poor,Socializing,Low,5,Yes
86,99,23,19,18,B,20,Female,Single,0,Doctorate,College,Sister,Yes,7,Poor,Socializing,Moderate,5,Yes
87,81,23,22,40,A,25,Female,Married,5,Bachelor's Degree,Doctorate,Father,Yes,2,Poor,Watching TV,Moderate,2,Yes
79,76,22,14,25,B,20,Female,Single,0,High School,Doctorate,Brother,Yes,8,Average,Sports,High,5,Yes
99,91,23,15,22,B,19,Female,Married,0,High School,Doctorate,Aunty,Yes,8,Average,Watching TV,High,2,No
87,97,22,13,27,B,19,Male,Single,0,College,High School,Father,Yes,1,Good,Reading,Moderate,0,Yes
71,66,22,14,13,D,20,Male,Married,4,High School,Bachelor's Degree,Mother,Yes,8,Average,Sports,Moderate,7,Yes
70,72,12,17,10,E,18,Male,Engaged,0,College,Bachelor's Degree,Uncle,No,3,Average,Sports,Moderate,2,No
61,69,10,20,12,D,23,Female,Engaged,0,College,High School,Uncle,Yes,5,Good,Reading,Moderate,2,Yes
83,75,23,13,42,A,20,Female,Single,0,Doctorate,Doctorate,Aunty,No,0,Good,Socializing,Moderate,7,No
66,74,12,24,11,D,23,Male,Engaged,0,Doctorate,Master's Degree,Mother,No,2,Average,Sports,Low,3,Yes
67,70,10,8,20,E,19,Female,Single,0,Bachelor's Degree,High School,Sister,Yes,4,Poor,Reading,Moderate,7,Yes
87,75,15,20,36,A,23,Male,Single,0,Bachelor's Degree,Doctorate,Mother,No,3,Good,Reading,High,2,Yes
96,86,20,23,24,B,19,Male,Engaged,0,Master's Degree,Bachelor's Degree,Uncle,No,0,Average,Reading,High,5,Yes
61,71,18,14,13,D,19,Female,Single,0,Doctorate,Doctorate,Brother,No,7,Average,Reading,High,1,No
87,84,19,24,22,B,22,Female,Married,2,Master's Degree,Bachelor's Degree,Mother,No,0,Poor,Socializing,Low,7,Yes
90,90,9,19,23,C,22,Male,Engaged,0,Doctorate,College,Father,Yes,6,Average,Sports,Moderate,3,No
67,68,8,21,19,D,20,Male,Engaged,0,Master's Degree,Doctorate,Uncle,No,8,Good,Socializing,Moderate,3,Yes
83,78,22,20,10,C,24,Male,Married,5,High School,Master's Degree,Aunty,Yes,9,Average,Watching TV,Moderate,1,Yes
75,80,13,17,49,A,25,Female,Engaged,0,Doctorate,Doctorate,Aunty,No,9,Poor,Watching TV,Low,6,Yes
78,87,9,17,28,C,21,Female,Single,0,Doctorate,High School,Mother,Yes,3,Average,Socializing,Moderate,4,Yes
65,69,15,15,9,E,24,Male,Married,0,Master's Degree,High School,Sister,No,5,Average,Watching TV,High,0,Yes
99,84,10,25,37,A,20,Female,Married,2,Master's Degree,Doctorate,Father,No,7,Average,Sports,Moderate,1,Yes
64,75,10,13,15,E,21,Female,Engaged,0,Bachelor's Degree,Bachelor's Degree,Brother,No,3,Average,Watching TV,High,4,No
89,76,21,21,20,B,20,Male,Engaged,0,College,Bachelor's Degree,Aunty,Yes,3,Good,Socializing,High,7,No
75,84,20,15,34,B,21,Male,Engaged,0,Bachelor's Degree,High School,Uncle,Yes,7,Average,Socializing,Moderate,7,No
86,93,22,17,12,C,23,Male,Single,0,Doctorate,College,Aunty,Yes,7,Good,Socializing,High,4,No
76,81,16,17,25,C,18,Male,Married,5,Master's Degree,Bachelor's Degree,Aunty,Yes,3,Good,Socializing,High,3,Yes
82,91,17,21,41,A,24,Female,Engaged,0,High School,High School,Brother,Yes,5,Poor,Reading,High,0,No
95,96,16,17,25,C,25,Male,Married,4,High School,Bachelor's Degree,Father,No,2,Good,Reading,Moderate,2,No
92,95,25,24,14,B,23,Female,Single,0,Doctorate,Master's Degree,Aunty,Yes,8,Poor,Reading,High,5,Yes
71,64,18,14,12,D,20,Female,Married,2,High School,Bachelor's Degree,Father,Yes,4,Poor,Watching TV,Moderate,7,Yes
96,77,17,17,16,C,25,Female,Engaged,0,Doctorate,College,Father,No,0,Good,Socializing,Moderate,0,No
85,83,17,24,30,A,22,Male,Engaged,0,Bachelor's Degree,Bachelor's Degree,Mother,Yes,1,Good,Watching TV,Moderate,2,Yes
83,94,18,19,38,A,19,Female,Single,0,College,College,Uncle,No,1,Good,Reading,Low,6,Yes
94,78,19,14,47,A,25,Female,Single,0,College,Master's Degree,Brother,No,6,Poor,Socializing,Low,1,No
93,91,23,24,31,A,20,Male,Engaged,0,High School,College,Aunty,Yes,7,Good,Watching TV,Low,3,No
85,87,22,10,36,B,19,Female,Engaged,0,Master's Degree,Master's Degree,Mother,No,1,Average,Watching TV,Low,0,Yes
89,98,17,23,24,B,18,Female,Married,3,Master's Degree,Master's Degree,Uncle,No,8,Good,Socializing,Low,7,No
67,63,24,9,10,D,23,Female,Single,0,College,Bachelor's Degree,Uncle,Yes,9,Good,Reading,High,4,Yes
85,82,23,25,28,A,21,Male,Married,1,Doctorate,Master's Degree,Mother,Yes,2,Poor,Watching TV,Low,0,No
69,73,19,13,15,D,21,Male,Married,0,Doctorate,Bachelor's Degree,Father,No,4,Poor,Reading,Low,3,No
74,66,10,16,18,D,18,Female,Engaged,0,Bachelor's Degree,Bachelor's Degree,Brother,Yes,3,Poor,Reading,Moderate,6,No
77,84,15,16,49,A,19,Female,Engaged,0,Doctorate,Bachelor's Degree,Uncle,Yes,1,Good,Sports,Low,3,No
93,79,17,16,21,C,18,Female,Single,0,Doctorate,Master's Degree,Mother,No,8,Average,Watching TV,High,7,No
82,77,14,12,45,A,23,Female,Engaged,0,Bachelor's Degree,High School,Brother,No,9,Good,Socializing,Moderate,0,Yes
92,78,16,17,46,A,18,Male,Engaged,0,College,Bachelor's Degree,Aunty,Yes,1,Average,Socializing,Moderate,5,No
98,88,25,21,46,A,19,Male,Single,0,Master's Degree,Doctorate,Uncle,No,5,Poor,Sports,Moderate,6,No
92,99,11,24,48,A,21,Male,Married,4,High School,Bachelor's Degree,Brother,Yes,5,Good,Watching TV,Moderate,7,Yes
77,87,16,10,25,C,24,Male,Engaged,0,Bachelor's Degree,Doctorate,Uncle,Yes,6,Average,Sports,Moderate,1,No
61,70,9,17,22,D,18,Male,Single,0,Bachelor's Degree,Doctorate,Father,Yes,9,Good,Reading,Moderate,6,No
64,63,14,16,15,D,20,Male,Single,0,College,High School,Mother,Yes,6,Average,Watching TV,Moderate,2,Yes
91,98,17,14,25,C,20,Female,Single,0,Master's Degree,Bachelor's Degree,Father,Yes,6,Poor,Socializing,High,7,No
77,96,19,19,40,A,19,Male,Engaged,0,Doctorate,Master's Degree,Mother,No,1,Poor,Watching TV,Moderate,3,No
88,85,21,20,44,A,25,Male,Engaged,0,High School,Bachelor's Degree,Mother,No,2,Good,Watching TV,Low,4,Yes
93,75,16,19,39,A,24,Female,Single,0,College,High School,Brother,Yes,4,Average,Socializing,Moderate,3,Yes
90,76,12,15,36,B,24,Female,Engaged,0,Master's Degree,High School,Uncle,No,9,Poor,Sports,Low,2,Yes
99,82,8,16,37,B,24,Female,Married,0,Bachelor's Degree,High School,Sister,Yes,0,Poor,Watching TV,High,6,No
76,98,11,13,34,C,24,Male,Single,0,High School,Master's Degree,Brother,No,9,Poor,Reading,High,4,Yes
96,97,25,15,11,C,22,Female,Engaged,0,High School,Master's Degree,Mother,No,2,Good,Reading,Moderate,3,Yes
86,94,23,13,45,A,18,Female,Engaged,0,High School,High School,Sister,Yes,7,Poor,Sports,Low,4,No
77,96,15,8,32,C,22,Male,Married,0,High School,College,Brother,No,7,Good,Sports,Moderate,3,Yes
85,80,21,10,36,B,19,Male,Married,2,Master's Degree,Doctorate,Brother,Yes,7,Average,Reading,High,7,No
91,85,16,23,11,C,21,Female,Married,3,College,Doctorate,Aunty,Yes,2,Average,Socializing,Moderate,3,Yes
91,90,14,22,48,A,21,Female,Married,2,Doctorate,Master's Degree,Father,Yes,9,Good,Reading,Moderate,0,No
90,75,22,17,21,B,18,Male,Single,0,College,Bachelor's Degree,Sister,Yes,9,Poor,Watching TV,Moderate,1,No
76,78,8,9,45,B,24,Female,Single,0,Master's Degree,High School,Mother,No,7,Good,Watching TV,High,1,Yes
89,76,19,15,35,B,24,Female,Engaged,0,Doctorate,Master's Degree,Mother,Yes,3,Good,Watching TV,High,6,No
88,86,11,10,31,C,18,Male,Single,0,High School,Master's Degree,Father,No,1,Good,Watching TV,Moderate,4,Yes
74,72,15,11,19,D,21,Female,Married,0,Doctorate,Bachelor's Degree,Uncle,No,9,Good,Reading,Low,5,No
97,96,15,25,49,A,25,Female,Married,2,Doctorate,Doctorate,Aunty,No,4,Average,Sports,Moderate,4,Yes
93,97,12,18,38,B,23,Male,Single,0,College,Doctorate,Sister,Yes,1,Poor,Reading,Low,1,No
66,69,17,9,12,E,20,Female,Married,3,High School,Doctorate,Father,No,6,Average,Reading,Moderate,6,Yes
88,97,13,12,34,C,18,Male,Married,0,High School,High School,Sister,Yes,4,Poor,Socializing,Low,5,No
80,80,23,9,30,B,23,Female,Married,5,Master's Degree,High School,Father,Yes,1,Poor,Socializing,Moderate,4,No
76,96,16,25,17,C,25,Male,Married,2,Doctorate,Master's Degree,Aunty,No,5,Good,Sports,Low,7,No
70,60,8,16,18,D,18,Male,Engaged,0,College,Bachelor's Degree,Mother,No,5,Good,Watching TV,Moderate,3,Yes
74,72,9,19,17,D,23,Male,Married,0,High School,Doctorate,Mother,Yes,8,Good,Reading,Moderate,4,No
95,78,18,18,38,A,25,Male,Married,5,Master's Degree,Bachelor's Degree,Father,No,6,Good,Socializing,Low,6,Yes
92,85,22,23,30,A,22,Male,Single,0,Bachelor's Degree,College,Sister,Yes,4,Average,Socializing,Moderate,6,No
77,75,15,17,37,B,18,Male,Single,0,Master's Degree,High School,Sister,No,3,Good,Watching TV,High,3,No
92,95,18,13,30,B,25,Male,Engaged,0,Bachelor's Degree,Bachelor's Degree,Aunty,No,2,Poor,Watching TV,Moderate,1,Yes
83,96,22,21,18,B,20,Female,Engaged,0,High School,Bachelor's Degree,Aunty,Yes,7,Poor,Watching TV,High,0,Yes
95,75,18,20,31,B,23,Female,Married,2,Master's Degree,Doctorate,Brother,Yes,4,Poor,Reading,Moderate,7,Yes
89,76,23,22,28,A,25,Male,Married,5,College,Master's Degree,Sister,Yes,8,Good,Sports,Moderate,7,Yes
63,61,10,12,8,E,25,Male,Single,0,High School,Doctorate,Mother,Yes,1,Good,Watching TV,Moderate,7,No
89,87,23,20,19,B,25,Male,Single,0,Master's Degree,Master's Degree,Sister,Yes,2,Average,Reading,Moderate,7,Yes
90,96,25,13,36,A,18,Male,Single,0,Doctorate,High School,Uncle,No,3,Good,Sports,Low,4,No
86,92,10,25,33,B,19,Male,Engaged,0,Master's Degree,Bachelor's Degree,Aunty,Yes,2,Average,Watching TV,Low,6,No
98,75,22,24,46,A,22,Male,Married,0,High School,College,Uncle,No,1,Good,Watching TV,Low,2,Yes
87,93,16,20,32,B,20,Male,Married,0,Bachelor's Degree,Doctorate,Mother,Yes,5,Poor,Reading,Moderate,2,No
87,94,19,23,16,C,20,Male,Single,0,Bachelor's Degree,College,Sister,Yes,2,Poor,Reading,High,0,Yes
76,85,22,15,48,A,19,Female,Engaged,0,College,Master's Degree,Brother,Yes,1,Good,Sports,High,3,Yes
76,91,8,24,32,B,18,Male,Engaged,0,Doctorate,College,Uncle,Yes,4,Good,Sports,High,5,Yes
79,80,9,17,44,A,24,Female,Married,0,Bachelor's Degree,High School,Uncle,No,7,Good,Socializing,High,4,Yes
75,91,11,21,47,A,19,Female,Married,5,Doctorate,Master's Degree,Aunty,No,4,Poor,Watching TV,Moderate,6,Yes
89,76,24,21,32,A,24,Female,Single,0,Doctorate,Bachelor's Degree,Aunty,Yes,5,Average,Sports,High,3,No
81,98,14,23,33,A,23,Female,Engaged,0,Master's Degree,Master's Degree,Sister,No,2,Average,Reading,High,0,Yes
99,79,19,18,16,C,24,Male,Engaged,0,Bachelor's Degree,College,Father,Yes,6,Poor,Reading,High,6,Yes
91,82,19,15,17,C,22,Female,Married,1,Master's Degree,College,Brother,Yes,4,Poor,Socializing,High,6,Yes
79,75,15,12,45,A,25,Male,Single,0,Bachelor's Degree,Doctorate,Father,No,2,Poor,Socializing,Moderate,3,Yes
87,85,18,24,11,C,21,Male,Engaged,0,Master's Degree,Master's Degree,Brother,Yes,9,Poor,Socializing,Moderate,3,No
81,76,16,15,20,C,20,Male,Single,0,Bachelor's Degree,College,Aunty,No,6,Average,Socializing,Low,5,Yes
91,89,19,22,48,A,22,Female,Married,2,Doctorate,College,Brother,Yes,7,Average,Watching TV,Low,0,Yes
78,88,23,25,42,A,20,Female,Married,0,Bachelor's Degree,High School,Mother,No,9,Average,Watching TV,Low,6,Yes
87,96,16,13,44,A,20,Male,Engaged,0,College,Master's Degree,Uncle,Yes,0,Poor,Watching TV,Low,3,Yes
65,61,16,11,12,E,23,Female,Engaged,0,Doctorate,Master's Degree,Aunty,No,2,Good,Socializing,High,3,No
82,93,11,14,37,B,21,Male,Single,0,Master's Degree,College,Aunty,No,3,Good,Watching TV,Moderate,5,Yes
61,73,11,11,22,D,23,Female,Engaged,0,College,Master's Degree,Father,Yes,8,Average,Socializing,Low,2,Yes
96,99,17,20,28,B,21,Male,Married,2,Bachelor's Degree,Doctorate,Father,No,9,Average,Reading,Moderate,0,No
85,77,19,20,26,B,20,Female,Married,3,High School,College,Uncle,No,7,Average,Socializing,Low,3,Yes
92,77,24,17,13,C,24,Male,Married,0,College,Master's Degree,Father,No,9,Average,Sports,Low,1,No
75,85,18,23,44,A,24,Female,Single,0,High School,Bachelor's Degree,Uncle,No,9,Good,Reading,Moderate,4,No
88,95,24,23,31,A,24,Female,Married,5,Bachelor's Degree,Master's Degree,Aunty,No,1,Average,Watching TV,Moderate,1,Yes
90,80,23,25,26,A,25,Female,Married,4,College,High School,Aunty,No,3,Good,Socializing,Low,4,No
99,92,13,16,40,B,18,Female,Single,0,Bachelor's Degree,College,Uncle,No,1,Poor,Watching TV,Low,0,Yes
99,75,15,14,45,A,24,Female,Engaged,0,High School,Master's Degree,Aunty,No,1,Good,Reading,Low,7,Yes
72,66,14,15,19,D,19,Female,Engaged,0,Doctorate,College,Aunty,Yes,7,Good,Watching TV,Low,5,Yes
97,90,14,13,31,C,22,Female,Single,0,Bachelor's Degree,High School,Sister,No,3,Average,Socializing,Moderate,2,Yes
92,86,17,21,14,C,25,Male,Married,4,High School,Doctorate,Brother,No,6,Average,Socializing,High,3,No
77,99,22,23,35,A,18,Female,Engaged,0,Bachelor's Degree,College,Aunty,No,9,Poor,Watching TV,High,2,No
99,82,20,22,50,A,22,Female,Engaged,0,Master's Degree,Master's Degree,Father,Yes,1,Average,Socializing,Moderate,6,No
65,62,14,12,19,D,25,Female,Engaged,0,Bachelor's Degree,Doctorate,Mother,Yes,0,Average,Reading,Moderate,1,No
81,95,14,9,44,B,19,Female,Single,0,Bachelor's Degree,Master's Degree,Uncle,No,5,Good,Sports,Low,5,Yes
93,80,9,15,46,A,23,Male,Single,0,Bachelor's Degree,College,Mother,Yes,1,Good,Reading,Moderate,6,No
69,71,20,15,9,D,24,Male,Engaged,0,Master's Degree,Doctorate,Uncle,No,0,Good,Reading,Low,3,Yes
84,91,19,25,37,A,19,Female,Single,0,Master's Degree,Master's Degree,Aunty,No,7,Good,Socializing,Moderate,5,Yes
91,77,20,9,30,C,21,Male,Engaged,0,High School,College,Aunty,Yes,7,Poor,Socializing,High,1,Yes
97,85,16,9,47,A,20,Female,Married,3,College,College,Brother,No,1,Poor,Reading,Moderate,1,Yes
63,69,12,18,14,D,24,Male,Married,4,College,Bachelor's Degree,Brother,No,4,Poor,Reading,High,1,Yes
77,87,23,18,27,B,24,Male,Married,4,High School,High School,Aunty,No,6,Poor,Socializing,High,7,No
68,66,12,21,8,D,20,Female,Single,0,College,High School,Sister,No,0,Poor,Watching TV,Moderate,3,Yes
77,99,19,21,47,A,19,Male,Single,0,High School,Bachelor's Degree,Brother,Yes,5,Good,Reading,High,3,No
98,84,21,17,39,A,20,Male,Married,0,Master's Degree,High School,Mother,No,8,Average,Reading,Moderate,7,Yes
80,75,13,9,32,C,19,Female,Single,0,Master's Degree,High School,Father,No,4,Average,Reading,High,3,No
90,97,13,19,19,C,21,Male,Married,5,Doctorate,High School,Brother,No,8,Average,Socializing,Low,6,No
69,61,25,8,9,D,18,Male,Married,3,Doctorate,Bachelor's Degree,Mother,Yes,5,Good,Sports,Moderate,3,No
75,60,14,14,19,D,19,Male,Married,4,Master's Degree,Master's Degree,Uncle,Yes,1,Good,Socializing,Low,7,Yes
94,83,19,25,11,C,20,Female,Engaged,0,Bachelor's Degree,Master's Degree,Uncle,Yes,7,Poor,Sports,High,1,Yes
92,95,15,10,36,B,18,Male,Married,5,Master's Degree,Master's Degree,Father,No,3,Poor,Reading,Low,7,Yes
86,89,21,24,44,A,21,Female,Engaged,0,Doctorate,Bachelor's Degree,Mother,No,6,Poor,Socializing,High,5,No
69,61,13,14,12,E,23,Male,Engaged,0,Master's Degree,Doctorate,Brother,Yes,2,Good,Reading,Low,0,No
76,81,18,19,41,A,18,Male,Married,3,Master's Degree,College,Mother,Yes,6,Good,Watching TV,Low,1,Yes
78,89,25,25,23,A,23,Male,Married,0,Doctorate,Master's Degree,Brother,Yes,7,Average,Socializing,Low,5,Yes
85,97,20,10,38,B,22,Female,Engaged,0,Bachelor's Degree,High School,Sister,No,9,Good,Sports,High,6,No
83,81,17,10,37,B,24,Male,Engaged,0,Master's Degree,High School,Aunty,Yes,4,Good,Sports,High,1,No
78,84,13,24,17,C,19,Female,Single,0,Bachelor's Degree,Bachelor's Degree,Uncle,No,5,Average,Watching TV,High,2,No
65,69,14,16,17,D,23,Female,Engaged,0,Doctorate,College,Aunty,Yes,5,Poor,Socializing,Low,2,Yes
88,90,9,19,39,B,22,Female,Engaged,0,High School,College,Brother,Yes,2,Good,Socializing,Low,3,No
84,84,16,21,26,B,24,Male,Single,0,Doctorate,Master's Degree,Mother,Yes,8,Average,Sports,High,4,Yes
83,75,25,18,45,A,25,Female,Married,3,Master's Degree,High School,Mother,No,6,Good,Socializing,Moderate,5,Yes
78,83,17,11,33,B,20,Female,Married,4,High School,Master's Degree,Mother,No,6,Poor,Watching TV,Low,3,No
